model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_11,0,3,0.338983,mbpp_790,False,below_threshold,mbpp_790,0.338983,mbpp_9,0.283333,mbpp_741,0.271429
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_11,1,4,0.384615,mbpp_790,False,below_threshold,mbpp_790,0.384615,mbpp_9,0.301887,mbpp_580,0.294118
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_12,0,8,0.377778,mbpp_793,False,below_threshold,mbpp_793,0.377778,mbpp_195,0.369565,mbpp_769,0.362069
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_12,1,3,0.397436,mbpp_743,False,below_threshold,mbpp_743,0.397436,mbpp_527,0.323077,mbpp_328,0.317073
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_13,0,3,0.243243,mbpp_668,False,below_threshold,mbpp_668,0.243243,mbpp_265,0.235849,mbpp_708,0.22619
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_13,1,7,0.297297,mbpp_361,False,below_threshold,mbpp_361,0.297297,mbpp_668,0.285714,mbpp_893,0.280488
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_14,0,8,0.31746,mbpp_602,False,below_threshold,mbpp_602,0.31746,mbpp_352,0.314815,mbpp_217,0.294118
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_14,1,3,0.294118,mbpp_217,False,below_threshold,mbpp_217,0.294118,mbpp_352,0.274194,mbpp_11,0.258065
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_15,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_15,1,2,0.232323,mbpp_893,False,below_threshold,mbpp_893,0.232323,mbpp_659,0.21519,mbpp_612,0.211009
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_16,0,3,0.37037,mbpp_487,False,below_threshold,mbpp_487,0.37037,mbpp_936,0.350515,mbpp_572,0.337662
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_16,1,2,0.37037,mbpp_487,False,below_threshold,mbpp_487,0.37037,mbpp_936,0.350515,mbpp_444,0.326923
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_17,0,2,0.267606,mbpp_245,False,below_threshold,mbpp_245,0.267606,mbpp_798,0.263158,mbpp_481,0.253012
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_17,1,5,0.337838,mbpp_469,False,below_threshold,mbpp_469,0.337838,mbpp_798,0.333333,mbpp_916,0.333333
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_18,0,6,0.387097,mbpp_557,False,below_threshold,mbpp_557,0.387097,mbpp_748,0.308824,mbpp_131,0.306452
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_18,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_19,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_19,1,5,0.263158,mbpp_586,False,below_threshold,mbpp_586,0.263158,mbpp_937,0.26087,mbpp_546,0.253165
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_20,0,8,0.418605,mbpp_555,False,below_threshold,mbpp_555,0.418605,mbpp_875,0.358209,mbpp_320,0.352941
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_20,1,8,0.463415,mbpp_555,False,below_threshold,mbpp_555,0.463415,mbpp_875,0.358209,mbpp_63,0.338235
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_21,0,2,0.372881,mbpp_659,False,below_threshold,mbpp_659,0.372881,mbpp_469,0.371429,mbpp_183,0.353846
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_21,1,2,0.436364,mbpp_659,False,below_threshold,mbpp_659,0.436364,mbpp_847,0.351852,mbpp_953,0.350877
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_22,0,4,0.4,mbpp_706,False,below_threshold,mbpp_706,0.4,mbpp_262,0.397059,mbpp_893,0.390625
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_22,1,4,0.4,mbpp_706,False,below_threshold,mbpp_706,0.4,mbpp_262,0.397059,mbpp_893,0.390625
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_23,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_23,1,2,0.246154,mbpp_678,False,below_threshold,mbpp_678,0.246154,mbpp_602,0.231884,mbpp_365,0.225806
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_24,0,4,0.362069,mbpp_45,False,below_threshold,mbpp_45,0.362069,mbpp_847,0.339286,mbpp_659,0.327869
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_24,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_25,0,2,0.271605,mbpp_973,False,below_threshold,mbpp_973,0.271605,mbpp_242,0.227273,mbpp_118,0.216495
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_25,1,2,0.3,mbpp_712,False,below_threshold,mbpp_712,0.3,mbpp_90,0.269841,mbpp_947,0.269841
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_26,0,8,0.362069,mbpp_165,False,below_threshold,mbpp_165,0.362069,mbpp_9,0.314815,mbpp_798,0.307692
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_26,1,1,0.303571,mbpp_165,False,below_threshold,mbpp_165,0.303571,mbpp_937,0.25,mbpp_775,0.210526
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_27,0,6,0.38806,mbpp_469,False,below_threshold,mbpp_469,0.38806,mbpp_916,0.368421,mbpp_183,0.367647
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_27,1,8,0.405797,mbpp_469,False,below_threshold,mbpp_469,0.405797,mbpp_916,0.388889,mbpp_710,0.363636
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_28,0,5,0.245614,mbpp_818,False,below_threshold,mbpp_818,0.245614,mbpp_829,0.239437,mbpp_352,0.205882
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_28,1,8,0.245614,mbpp_818,False,below_threshold,mbpp_818,0.245614,mbpp_829,0.239437,mbpp_226,0.216216
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_29,0,4,0.270588,mbpp_505,False,below_threshold,mbpp_505,0.270588,mbpp_522,0.263158,mbpp_798,0.25
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_29,1,6,0.301587,mbpp_847,False,below_threshold,mbpp_847,0.301587,mbpp_659,0.287879,mbpp_591,0.279412
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_30,0,4,0.367816,mbpp_524,False,below_threshold,mbpp_524,0.367816,mbpp_306,0.364706,mbpp_572,0.355263
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_30,1,4,0.367816,mbpp_524,False,below_threshold,mbpp_524,0.367816,mbpp_306,0.364706,mbpp_572,0.355263
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_31,0,6,0.37234,mbpp_748,False,below_threshold,mbpp_748,0.37234,mbpp_131,0.263158,mbpp_604,0.244186
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_31,1,4,0.368421,mbpp_748,False,below_threshold,mbpp_748,0.368421,mbpp_305,0.242424,mbpp_281,0.22807
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_32,0,8,0.289855,mbpp_602,False,below_threshold,mbpp_602,0.289855,mbpp_395,0.25974,mbpp_221,0.253968
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_32,1,8,0.260274,mbpp_602,False,below_threshold,mbpp_602,0.260274,mbpp_395,0.259259,mbpp_90,0.238806
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_33,0,3,0.272727,mbpp_877,False,below_threshold,mbpp_877,0.272727,mbpp_238,0.261538,mbpp_914,0.245614
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_33,1,5,0.283019,mbpp_204,False,below_threshold,mbpp_204,0.283019,mbpp_877,0.272727,mbpp_879,0.264706
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_34,0,8,0.453125,mbpp_867,False,below_threshold,mbpp_867,0.453125,mbpp_554,0.396552,mbpp_784,0.369863
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_34,1,7,0.42623,mbpp_469,False,below_threshold,mbpp_469,0.42623,mbpp_466,0.4,mbpp_288,0.338462
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_35,0,8,0.376812,mbpp_867,False,below_threshold,mbpp_867,0.376812,mbpp_588,0.327586,mbpp_366,0.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_35,1,8,0.333333,mbpp_564,False,below_threshold,mbpp_564,0.333333,mbpp_649,0.318841,mbpp_366,0.305556
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_36,0,8,0.473684,mbpp_577,False,below_threshold,mbpp_577,0.473684,mbpp_32,0.368421,mbpp_292,0.366667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_36,1,8,0.473684,mbpp_577,False,below_threshold,mbpp_577,0.473684,mbpp_32,0.368421,mbpp_292,0.366667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_37,0,4,0.4375,mbpp_3,False,below_threshold,mbpp_3,0.4375,mbpp_765,0.392857,mbpp_151,0.382353
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_37,1,8,0.666667,mbpp_3,True,ngram>=0.5,mbpp_3,0.666667,mbpp_151,0.666667,mbpp_887,0.586207
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_38,0,8,1.0,mbpp_873,True,ngram>=0.5,mbpp_873,1.0,mbpp_479,0.388889,mbpp_348,0.375
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_38,1,8,1.0,mbpp_873,True,ngram>=0.5,mbpp_873,1.0,mbpp_348,0.375,mbpp_292,0.366667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_39,0,8,0.5,mbpp_625,True,ngram>=0.5,mbpp_625,0.5,mbpp_649,0.488889,mbpp_476,0.472222
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_39,1,8,0.5,mbpp_625,True,ngram>=0.5,mbpp_625,0.5,mbpp_649,0.488889,mbpp_476,0.472222
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_40,0,8,0.5,mbpp_415,True,ngram>=0.5,mbpp_415,0.5,mbpp_329,0.45,mbpp_673,0.425
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_40,1,8,0.461538,mbpp_798,False,below_threshold,mbpp_798,0.461538,mbpp_847,0.439024,mbpp_45,0.428571
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_41,0,8,0.428571,mbpp_741,False,below_threshold,mbpp_741,0.428571,mbpp_887,0.372093,mbpp_600,0.363636
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_41,1,8,0.372093,mbpp_887,False,below_threshold,mbpp_887,0.372093,mbpp_600,0.363636,mbpp_3,0.354167
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_42,0,8,0.5,mbpp_776,True,ngram>=0.5,mbpp_776,0.5,mbpp_211,0.411765,mbpp_714,0.411765
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_42,1,8,0.5,mbpp_776,True,ngram>=0.5,mbpp_776,0.5,mbpp_186,0.47619,mbpp_607,0.466667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_43,0,5,0.52,mbpp_852,True,ngram>=0.5,mbpp_852,0.52,mbpp_824,0.490196,mbpp_412,0.469388
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_43,1,4,0.55102,mbpp_824,True,ngram>=0.5,mbpp_824,0.55102,mbpp_852,0.52,mbpp_412,0.44
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_44,0,5,0.478261,mbpp_919,False,below_threshold,mbpp_919,0.478261,mbpp_625,0.434783,mbpp_378,0.38
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_44,1,4,0.510638,mbpp_591,True,ngram>=0.5,mbpp_591,0.510638,mbpp_659,0.468085,mbpp_152,0.409836
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_45,0,8,0.52381,mbpp_131,True,ngram>=0.5,mbpp_131,0.52381,mbpp_877,0.456522,mbpp_39,0.352941
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_45,1,7,0.536585,mbpp_131,True,ngram>=0.5,mbpp_131,0.536585,mbpp_877,0.456522,mbpp_39,0.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_46,0,8,0.741935,mbpp_959,True,ngram>=0.5,mbpp_959,0.741935,mbpp_509,0.46875,mbpp_664,0.454545
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_46,1,8,0.741935,mbpp_959,True,ngram>=0.5,mbpp_959,0.741935,mbpp_281,0.478261,mbpp_509,0.46875
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_47,0,8,0.294118,mbpp_321,False,below_threshold,mbpp_321,0.294118,mbpp_164,0.285714,mbpp_871,0.269841
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_47,1,8,0.285714,mbpp_164,False,below_threshold,mbpp_164,0.285714,mbpp_871,0.269841,mbpp_964,0.262295
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_48,0,8,0.421053,mbpp_386,False,below_threshold,mbpp_386,0.421053,mbpp_204,0.378378,mbpp_329,0.368421
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_48,1,8,0.421053,mbpp_386,False,below_threshold,mbpp_386,0.421053,mbpp_204,0.378378,mbpp_329,0.368421
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_49,0,8,0.546667,mbpp_161,True,ngram>=0.5,mbpp_161,0.546667,mbpp_689,0.544118,mbpp_718,0.525
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_49,1,8,0.483333,mbpp_825,False,below_threshold,mbpp_825,0.483333,mbpp_514,0.446429,mbpp_689,0.44186
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_50,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_50,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_51,0,6,0.46,mbpp_591,False,below_threshold,mbpp_591,0.46,mbpp_847,0.444444,mbpp_798,0.4
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_51,1,4,0.380952,mbpp_498,False,below_threshold,mbpp_498,0.380952,mbpp_849,0.380952,mbpp_502,0.363636
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_52,0,4,0.432099,mbpp_332,False,below_threshold,mbpp_332,0.432099,mbpp_168,0.372093,mbpp_84,0.315789
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_52,1,5,0.676056,mbpp_332,True,ngram>=0.5,mbpp_332,0.676056,mbpp_168,0.372093,mbpp_84,0.315789
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_53,0,8,1.0,mbpp_281,True,ngram>=0.5,mbpp_281,1.0,mbpp_46,0.425532,mbpp_959,0.414634
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_53,1,8,1.0,mbpp_281,True,ngram>=0.5,mbpp_281,1.0,mbpp_105,0.521739,mbpp_46,0.425532
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_54,0,4,0.439394,mbpp_262,False,below_threshold,mbpp_262,0.439394,mbpp_143,0.433333,mbpp_612,0.416667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_54,1,4,0.467742,mbpp_859,False,below_threshold,mbpp_859,0.467742,mbpp_262,0.439394,mbpp_143,0.433333
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_55,0,8,0.453333,mbpp_597,False,below_threshold,mbpp_597,0.453333,mbpp_689,0.452055,mbpp_41,0.45
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_55,1,8,0.423729,mbpp_701,False,below_threshold,mbpp_701,0.423729,mbpp_572,0.363636,mbpp_469,0.359375
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_56,0,8,0.777778,mbpp_600,True,ngram>=0.5,mbpp_600,0.777778,mbpp_887,0.516129,mbpp_77,0.472222
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_56,1,8,0.777778,mbpp_600,True,ngram>=0.5,mbpp_600,0.777778,mbpp_887,0.516129,mbpp_77,0.472222
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_57,0,8,0.418605,mbpp_555,False,below_threshold,mbpp_555,0.418605,mbpp_63,0.359375,mbpp_875,0.359375
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_57,1,8,0.463415,mbpp_555,False,below_threshold,mbpp_555,0.463415,mbpp_84,0.326087,mbpp_320,0.313725
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_58,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_58,1,8,0.515152,mbpp_446,True,ngram>=0.5,mbpp_446,0.515152,mbpp_183,0.457627,mbpp_658,0.453125
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_59,0,4,0.545455,mbpp_221,True,ngram>=0.5,mbpp_221,0.545455,mbpp_41,0.380282,mbpp_953,0.38
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_59,1,4,0.545455,mbpp_221,True,ngram>=0.5,mbpp_221,0.545455,mbpp_41,0.380282,mbpp_953,0.38
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_60,0,8,0.325,mbpp_56,False,below_threshold,mbpp_56,0.325,mbpp_887,0.325,mbpp_600,0.317073
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_60,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_61,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_61,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_62,0,8,0.487179,mbpp_179,False,below_threshold,mbpp_179,0.487179,mbpp_887,0.457143,mbpp_600,0.444444
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_62,1,8,0.461538,mbpp_179,False,below_threshold,mbpp_179,0.461538,mbpp_208,0.431818,mbpp_887,0.428571
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_63,0,6,0.274194,mbpp_451,False,below_threshold,mbpp_451,0.274194,mbpp_11,0.25,mbpp_678,0.25
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_63,1,6,0.274194,mbpp_451,False,below_threshold,mbpp_451,0.274194,mbpp_11,0.25,mbpp_678,0.25
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_64,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_64,1,4,0.454545,mbpp_592,False,below_threshold,mbpp_592,0.454545,mbpp_366,0.422222,mbpp_711,0.394737
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_65,0,5,0.352941,mbpp_917,False,below_threshold,mbpp_917,0.352941,mbpp_478,0.344828,mbpp_477,0.318182
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_65,1,6,0.320513,mbpp_118,False,below_threshold,mbpp_118,0.320513,mbpp_708,0.314286,mbpp_818,0.295082
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_66,0,8,0.565217,mbpp_105,True,ngram>=0.5,mbpp_105,0.565217,mbpp_793,0.487179,mbpp_329,0.439024
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_66,1,8,0.565217,mbpp_105,True,ngram>=0.5,mbpp_105,0.565217,mbpp_793,0.487179,mbpp_329,0.439024
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_67,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_67,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_68,0,8,0.472727,mbpp_183,False,below_threshold,mbpp_183,0.472727,mbpp_165,0.404255,mbpp_54,0.390625
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_68,1,4,0.45,mbpp_183,False,below_threshold,mbpp_183,0.45,mbpp_165,0.404255,mbpp_446,0.394366
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_69,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_69,1,3,0.291667,mbpp_945,False,below_threshold,mbpp_945,0.291667,mbpp_301,0.273973,mbpp_902,0.25641
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_70,0,8,0.372093,mbpp_887,False,below_threshold,mbpp_887,0.372093,mbpp_600,0.363636,mbpp_3,0.354167
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_70,1,8,0.428571,mbpp_741,False,below_threshold,mbpp_741,0.428571,mbpp_887,0.405405,mbpp_914,0.404255
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_71,0,8,0.361905,mbpp_41,False,below_threshold,mbpp_41,0.361905,mbpp_143,0.357143,mbpp_306,0.357143
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_71,1,8,0.359551,mbpp_221,False,below_threshold,mbpp_221,0.359551,mbpp_908,0.354167,mbpp_306,0.342857
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_72,0,1,0.296875,mbpp_558,False,below_threshold,mbpp_558,0.296875,mbpp_505,0.24,mbpp_815,0.234568
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_72,1,4,0.328125,mbpp_659,False,below_threshold,mbpp_659,0.328125,mbpp_591,0.318182,mbpp_701,0.310811
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.2,mbpp,private_73,0,6,0.225806,mbpp_387,False,below_threshold,mbpp_387,0.225806,mbpp_477,0.171875,mbpp_165,0.171429
