model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_12,2,8,0.403846,mbpp_554,False,below_threshold,mbpp_554,0.403846,mbpp_629,0.392157,mbpp_378,0.355932
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_13,0,8,0.285714,mbpp_668,False,below_threshold,mbpp_668,0.285714,mbpp_893,0.277108,mbpp_612,0.271739
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_13,1,4,0.293333,mbpp_612,False,below_threshold,mbpp_612,0.293333,mbpp_668,0.285714,mbpp_893,0.256098
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_13,2,4,0.242424,mbpp_668,False,below_threshold,mbpp_668,0.242424,mbpp_631,0.220779,mbpp_181,0.203883
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_14,0,4,0.318182,mbpp_937,False,below_threshold,mbpp_937,0.318182,mbpp_352,0.314815,mbpp_602,0.30303
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_14,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_14,2,2,0.318182,mbpp_937,False,below_threshold,mbpp_937,0.318182,mbpp_217,0.294118,mbpp_352,0.257576
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_15,0,3,0.232323,mbpp_893,False,below_threshold,mbpp_893,0.232323,mbpp_612,0.21978,mbpp_796,0.218391
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_15,1,3,0.220779,mbpp_659,False,below_threshold,mbpp_659,0.220779,mbpp_612,0.21978,mbpp_796,0.218391
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_15,2,2,0.217391,mbpp_796,False,below_threshold,mbpp_796,0.217391,mbpp_612,0.212766,mbpp_945,0.204545
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_16,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_16,1,4,0.308824,mbpp_629,False,below_threshold,mbpp_629,0.308824,mbpp_126,0.305556,mbpp_340,0.303797
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_16,2,4,0.380435,mbpp_936,False,below_threshold,mbpp_936,0.380435,mbpp_487,0.371795,mbpp_969,0.337209
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_17,0,3,0.367647,mbpp_245,False,below_threshold,mbpp_245,0.367647,mbpp_769,0.337838,mbpp_522,0.287879
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_17,1,4,0.298701,mbpp_559,False,below_threshold,mbpp_559,0.298701,mbpp_245,0.295775,mbpp_836,0.285714
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_17,2,3,0.318841,mbpp_245,False,below_threshold,mbpp_245,0.318841,mbpp_798,0.293103,mbpp_466,0.285714
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_18,0,3,0.268657,mbpp_131,False,below_threshold,mbpp_131,0.268657,mbpp_557,0.267606,mbpp_11,0.25
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_18,1,4,0.3,mbpp_735,False,below_threshold,mbpp_735,0.3,mbpp_545,0.288462,mbpp_678,0.269841
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_18,2,3,0.387097,mbpp_557,False,below_threshold,mbpp_557,0.387097,mbpp_748,0.308824,mbpp_131,0.306452
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_19,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_19,1,3,0.26087,mbpp_937,False,below_threshold,mbpp_937,0.26087,mbpp_546,0.253165,mbpp_11,0.222222
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_19,2,4,0.239437,mbpp_937,False,below_threshold,mbpp_937,0.239437,mbpp_546,0.219512,mbpp_11,0.219178
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_20,0,8,0.409091,mbpp_555,False,below_threshold,mbpp_555,0.409091,mbpp_875,0.358209,mbpp_63,0.353846
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_20,1,8,0.452381,mbpp_555,False,below_threshold,mbpp_555,0.452381,mbpp_875,0.358209,mbpp_63,0.338235
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_20,2,8,0.463415,mbpp_555,False,below_threshold,mbpp_555,0.463415,mbpp_63,0.353846,mbpp_875,0.353846
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_21,0,5,0.392857,mbpp_659,False,below_threshold,mbpp_659,0.392857,mbpp_953,0.350877,mbpp_847,0.333333
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_21,1,2,0.425926,mbpp_659,False,below_threshold,mbpp_659,0.425926,mbpp_847,0.339623,mbpp_572,0.337838
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_21,2,5,0.4,mbpp_659,False,below_threshold,mbpp_659,0.4,mbpp_706,0.378378,mbpp_847,0.365385
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_22,0,4,0.378378,mbpp_346,False,below_threshold,mbpp_346,0.378378,mbpp_105,0.339286,mbpp_893,0.313253
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_22,1,3,0.397059,mbpp_262,False,below_threshold,mbpp_262,0.397059,mbpp_659,0.388889,mbpp_346,0.378378
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_22,2,5,0.4,mbpp_706,False,below_threshold,mbpp_706,0.4,mbpp_262,0.397059,mbpp_893,0.390625
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_23,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_23,1,7,0.241935,mbpp_771,False,below_threshold,mbpp_771,0.241935,mbpp_349,0.230769,mbpp_558,0.22807
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_23,2,7,0.259259,mbpp_838,False,below_threshold,mbpp_838,0.259259,mbpp_678,0.246154,mbpp_771,0.241935
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_24,0,4,0.362069,mbpp_45,False,below_threshold,mbpp_45,0.362069,mbpp_659,0.344262,mbpp_847,0.333333
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_24,1,8,0.338462,mbpp_45,False,below_threshold,mbpp_45,0.338462,mbpp_572,0.333333,mbpp_152,0.328947
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_24,2,3,0.344262,mbpp_45,False,below_threshold,mbpp_45,0.344262,mbpp_485,0.328767,mbpp_536,0.319444
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_25,0,3,0.32,mbpp_973,False,below_threshold,mbpp_973,0.32,mbpp_799,0.272727,mbpp_829,0.26087
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_25,1,7,0.46,mbpp_591,False,below_threshold,mbpp_591,0.46,mbpp_847,0.444444,mbpp_267,0.428571
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_25,2,8,0.32,mbpp_973,False,below_threshold,mbpp_973,0.32,mbpp_90,0.3125,mbpp_947,0.3125
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_26,0,3,0.35,mbpp_165,False,below_threshold,mbpp_165,0.35,mbpp_775,0.288136,mbpp_9,0.280702
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_26,1,8,0.35,mbpp_165,False,below_threshold,mbpp_165,0.35,mbpp_790,0.3,mbpp_798,0.296296
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_26,2,7,0.383333,mbpp_165,False,below_threshold,mbpp_165,0.383333,mbpp_798,0.36,mbpp_847,0.346154
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_27,0,5,0.351351,mbpp_916,False,below_threshold,mbpp_916,0.351351,mbpp_710,0.348485,mbpp_469,0.338028
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_27,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_27,2,4,0.394366,mbpp_469,False,below_threshold,mbpp_469,0.394366,mbpp_183,0.378788,mbpp_323,0.375
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_28,0,5,0.245614,mbpp_818,False,below_threshold,mbpp_818,0.245614,mbpp_829,0.239437,mbpp_352,0.205882
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_28,1,6,0.243243,mbpp_226,False,below_threshold,mbpp_226,0.243243,mbpp_192,0.242857,mbpp_565,0.230769
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_28,2,8,0.274194,mbpp_818,False,below_threshold,mbpp_818,0.274194,mbpp_829,0.239437,mbpp_461,0.215385
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_29,0,2,0.298507,mbpp_591,False,below_threshold,mbpp_591,0.298507,mbpp_847,0.274194,mbpp_798,0.262295
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_29,1,8,0.233766,mbpp_769,False,below_threshold,mbpp_769,0.233766,mbpp_959,0.21519,mbpp_516,0.213333
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_29,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_30,0,4,0.319328,mbpp_444,False,below_threshold,mbpp_444,0.319328,mbpp_140,0.317308,mbpp_487,0.3
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_30,1,1,0.27193,mbpp_780,False,below_threshold,mbpp_780,0.27193,mbpp_936,0.271028,mbpp_363,0.258929
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_30,2,4,0.363636,mbpp_306,False,below_threshold,mbpp_306,0.363636,mbpp_524,0.351648,mbpp_825,0.3375
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_31,0,5,0.329897,mbpp_748,False,below_threshold,mbpp_748,0.329897,mbpp_604,0.289157,mbpp_242,0.268293
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_31,1,6,0.306931,mbpp_748,False,below_threshold,mbpp_748,0.306931,mbpp_604,0.264368,mbpp_242,0.258824
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_31,2,3,0.37234,mbpp_748,False,below_threshold,mbpp_748,0.37234,mbpp_131,0.263158,mbpp_604,0.244186
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_32,0,5,0.289855,mbpp_602,False,below_threshold,mbpp_602,0.289855,mbpp_807,0.262295,mbpp_395,0.25974
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_32,1,4,0.304878,mbpp_829,False,below_threshold,mbpp_829,0.304878,mbpp_221,0.242424,mbpp_395,0.23913
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_32,2,7,0.263889,mbpp_602,False,below_threshold,mbpp_602,0.263889,mbpp_947,0.257576,mbpp_807,0.253968
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_33,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_33,1,4,0.272727,mbpp_877,False,below_threshold,mbpp_877,0.272727,mbpp_238,0.269841,mbpp_396,0.258065
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_33,2,4,0.272727,mbpp_204,False,below_threshold,mbpp_204,0.272727,mbpp_877,0.272727,mbpp_879,0.267606
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_34,0,7,0.333333,mbpp_60,False,below_threshold,mbpp_60,0.333333,mbpp_466,0.30137,mbpp_515,0.297297
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_34,1,3,0.346154,mbpp_847,False,below_threshold,mbpp_847,0.346154,mbpp_469,0.328125,mbpp_223,0.3125
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_34,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_35,0,5,0.327273,mbpp_798,False,below_threshold,mbpp_798,0.327273,mbpp_769,0.307692,mbpp_286,0.304878
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_35,1,4,0.327586,mbpp_588,False,below_threshold,mbpp_588,0.327586,mbpp_144,0.306452,mbpp_555,0.28
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_35,2,8,0.397727,mbpp_571,False,below_threshold,mbpp_571,0.397727,mbpp_469,0.384615,mbpp_661,0.382979
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_36,0,8,0.473684,mbpp_577,False,below_threshold,mbpp_577,0.473684,mbpp_32,0.368421,mbpp_292,0.366667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_36,1,8,0.473684,mbpp_577,False,below_threshold,mbpp_577,0.473684,mbpp_32,0.368421,mbpp_292,0.366667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_36,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_37,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_37,1,8,0.65625,mbpp_3,True,ngram>=0.5,mbpp_3,0.65625,mbpp_887,0.6,mbpp_151,0.588235
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_37,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_38,0,8,1.0,mbpp_873,True,ngram>=0.5,mbpp_873,1.0,mbpp_479,0.388889,mbpp_348,0.375
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_38,1,8,1.0,mbpp_873,True,ngram>=0.5,mbpp_873,1.0,mbpp_348,0.375,mbpp_292,0.366667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_38,2,8,1.0,mbpp_873,True,ngram>=0.5,mbpp_873,1.0,mbpp_348,0.375,mbpp_292,0.366667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_39,0,1,0.382353,mbpp_962,False,below_threshold,mbpp_962,0.382353,mbpp_126,0.375,mbpp_905,0.351351
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_39,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_39,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_40,0,8,0.5,mbpp_415,True,ngram>=0.5,mbpp_415,0.5,mbpp_329,0.45,mbpp_673,0.425
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_40,1,8,0.461538,mbpp_798,False,below_threshold,mbpp_798,0.461538,mbpp_847,0.439024,mbpp_45,0.428571
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_40,2,5,0.5,mbpp_415,True,ngram>=0.5,mbpp_415,0.5,mbpp_329,0.45,mbpp_673,0.425
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_41,0,6,0.431373,mbpp_192,False,below_threshold,mbpp_192,0.431373,mbpp_56,0.375,mbpp_887,0.375
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_41,1,4,0.285714,mbpp_909,False,below_threshold,mbpp_909,0.285714,mbpp_876,0.258065,mbpp_485,0.253521
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_41,2,8,0.372093,mbpp_909,False,below_threshold,mbpp_909,0.372093,mbpp_100,0.3,mbpp_485,0.245902
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_42,0,8,0.5,mbpp_776,True,ngram>=0.5,mbpp_776,0.5,mbpp_211,0.411765,mbpp_714,0.411765
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_42,1,4,0.5,mbpp_776,True,ngram>=0.5,mbpp_776,0.5,mbpp_131,0.456522,mbpp_211,0.411765
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_42,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_43,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_43,1,3,0.52,mbpp_852,True,ngram>=0.5,mbpp_852,0.52,mbpp_824,0.490196,mbpp_412,0.469388
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_43,2,8,0.5375,mbpp_161,True,ngram>=0.5,mbpp_161,0.5375,mbpp_730,0.515152,mbpp_376,0.487805
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_44,0,4,0.478261,mbpp_919,False,below_threshold,mbpp_919,0.478261,mbpp_625,0.434783,mbpp_378,0.38
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_44,1,8,0.510638,mbpp_591,True,ngram>=0.5,mbpp_591,0.510638,mbpp_659,0.468085,mbpp_847,0.464286
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_44,2,4,0.539683,mbpp_152,True,ngram>=0.5,mbpp_152,0.539683,mbpp_143,0.462687,mbpp_591,0.46
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_45,0,1,0.346154,mbpp_131,False,below_threshold,mbpp_131,0.346154,mbpp_11,0.315789,mbpp_877,0.267857
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_45,1,6,0.438596,mbpp_226,False,below_threshold,mbpp_226,0.438596,mbpp_192,0.4,mbpp_374,0.4
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_45,2,7,0.438596,mbpp_226,False,below_threshold,mbpp_226,0.438596,mbpp_192,0.4,mbpp_374,0.4
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_46,0,8,0.741935,mbpp_959,True,ngram>=0.5,mbpp_959,0.741935,mbpp_509,0.46875,mbpp_664,0.454545
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_46,1,7,0.513514,mbpp_959,True,ngram>=0.5,mbpp_959,0.513514,mbpp_798,0.486486,mbpp_847,0.461538
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_46,2,7,0.513514,mbpp_959,True,ngram>=0.5,mbpp_959,0.513514,mbpp_798,0.486486,mbpp_509,0.46875
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_47,0,4,0.288462,mbpp_937,False,below_threshold,mbpp_937,0.288462,mbpp_11,0.283019,mbpp_877,0.28
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_47,1,8,0.30303,mbpp_871,False,below_threshold,mbpp_871,0.30303,mbpp_164,0.278689,mbpp_626,0.275862
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_47,2,4,0.245283,mbpp_626,False,below_threshold,mbpp_626,0.245283,mbpp_458,0.175439,mbpp_176,0.174603
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_48,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_48,1,8,0.421053,mbpp_386,False,below_threshold,mbpp_386,0.421053,mbpp_204,0.378378,mbpp_329,0.368421
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_48,2,4,0.368421,mbpp_329,False,below_threshold,mbpp_329,0.368421,mbpp_386,0.35,mbpp_105,0.342105
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_49,0,4,0.342105,mbpp_404,False,below_threshold,mbpp_404,0.342105,mbpp_101,0.333333,mbpp_825,0.327273
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,mbpp,private_49,1,5,0.358491,mbpp_101,False,below_threshold,mbpp_101,0.358491,mbpp_798,0.357143,mbpp_841,0.352941
