model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_9,0,4,0.253731,mbpp_301,False,below_threshold,mbpp_301,0.253731,mbpp_662,0.232143,mbpp_1,0.230769
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_9,1,1,0.421053,mbpp_152,False,below_threshold,mbpp_152,0.421053,mbpp_597,0.417722,mbpp_536,0.38961
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_9,2,6,0.395349,mbpp_659,False,below_threshold,mbpp_659,0.395349,mbpp_572,0.392857,mbpp_603,0.391304
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_10,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_10,1,1,0.363636,mbpp_524,False,below_threshold,mbpp_524,0.363636,mbpp_306,0.360465,mbpp_798,0.344828
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_10,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_11,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_11,1,5,0.384615,mbpp_790,False,below_threshold,mbpp_790,0.384615,mbpp_9,0.309091,mbpp_871,0.296875
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_11,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_12,0,4,0.447368,mbpp_743,False,below_threshold,mbpp_743,0.447368,mbpp_591,0.442308,mbpp_893,0.372881
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_12,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_12,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_13,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_13,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_13,2,2,0.284091,mbpp_708,False,below_threshold,mbpp_708,0.284091,mbpp_251,0.25,mbpp_892,0.246914
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_14,0,3,0.269841,mbpp_352,False,below_threshold,mbpp_352,0.269841,mbpp_602,0.228916,mbpp_760,0.227273
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_14,1,6,0.309091,mbpp_352,False,below_threshold,mbpp_352,0.309091,mbpp_937,0.3,mbpp_760,0.280702
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_14,2,6,0.314815,mbpp_352,False,below_threshold,mbpp_352,0.314815,mbpp_602,0.278689,mbpp_396,0.277778
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_15,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_15,1,2,0.366667,mbpp_847,False,below_threshold,mbpp_847,0.366667,mbpp_221,0.363636,mbpp_953,0.352941
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_15,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_16,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_16,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_16,2,3,0.329787,mbpp_221,False,below_threshold,mbpp_221,0.329787,mbpp_152,0.316327,mbpp_469,0.309278
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_17,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_17,1,3,0.263158,mbpp_849,False,below_threshold,mbpp_849,0.263158,mbpp_126,0.25,mbpp_295,0.25
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_17,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_18,0,2,0.210526,mbpp_937,False,below_threshold,mbpp_937,0.210526,mbpp_546,0.195402,mbpp_735,0.175676
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_18,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_18,2,1,0.234375,mbpp_735,False,below_threshold,mbpp_735,0.234375,mbpp_545,0.227273,mbpp_155,0.183099
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_19,0,5,0.287879,mbpp_937,False,below_threshold,mbpp_937,0.287879,mbpp_586,0.267857,mbpp_546,0.25974
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_19,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_19,2,5,0.229167,mbpp_586,False,below_threshold,mbpp_586,0.229167,mbpp_15,0.207547,mbpp_122,0.205128
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_20,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_20,1,6,0.463415,mbpp_555,False,below_threshold,mbpp_555,0.463415,mbpp_63,0.375,mbpp_875,0.375
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_20,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_21,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_21,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_21,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_22,0,4,0.422222,mbpp_847,False,below_threshold,mbpp_847,0.422222,mbpp_706,0.4,mbpp_893,0.390625
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_22,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_22,2,5,0.5,mbpp_346,True,ngram>=0.5,mbpp_346,0.5,mbpp_847,0.422222,mbpp_706,0.4
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_23,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_23,1,4,0.23913,mbpp_877,False,below_threshold,mbpp_877,0.23913,mbpp_83,0.238095,mbpp_365,0.232558
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_23,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_24,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_24,1,5,0.25,mbpp_58,False,below_threshold,mbpp_58,0.25,mbpp_768,0.1875,mbpp_855,0.184615
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_24,2,6,0.2875,mbpp_152,False,below_threshold,mbpp_152,0.2875,mbpp_603,0.267606,mbpp_485,0.259259
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_25,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_25,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_25,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_26,0,1,0.30303,mbpp_165,False,below_threshold,mbpp_165,0.30303,mbpp_685,0.225806,mbpp_797,0.225806
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_26,1,3,0.37037,mbpp_165,False,below_threshold,mbpp_165,0.37037,mbpp_775,0.296296,mbpp_790,0.290909
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_26,2,2,0.307692,mbpp_165,False,below_threshold,mbpp_165,0.307692,mbpp_962,0.241379,mbpp_685,0.229508
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_27,0,7,0.366197,mbpp_825,False,below_threshold,mbpp_825,0.366197,mbpp_916,0.356164,mbpp_469,0.353846
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_27,1,5,0.343284,mbpp_710,False,below_threshold,mbpp_710,0.343284,mbpp_572,0.32,mbpp_940,0.308824
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_27,2,4,0.402299,mbpp_328,False,below_threshold,mbpp_328,0.402299,mbpp_382,0.390805,mbpp_743,0.382022
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_28,0,3,0.176471,mbpp_126,False,below_threshold,mbpp_126,0.176471,mbpp_84,0.166667,mbpp_11,0.164179
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_28,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_28,2,8,0.25,mbpp_849,False,below_threshold,mbpp_849,0.25,mbpp_126,0.238095,mbpp_295,0.238095
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_29,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_29,1,2,0.426667,mbpp_221,False,below_threshold,mbpp_221,0.426667,mbpp_152,0.423077,mbpp_908,0.380952
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_29,2,3,0.410959,mbpp_221,False,below_threshold,mbpp_221,0.410959,mbpp_152,0.407895,mbpp_908,0.4
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_30,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_30,1,4,0.383333,mbpp_921,False,below_threshold,mbpp_921,0.383333,mbpp_444,0.382812,mbpp_943,0.381818
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_30,2,4,0.4375,mbpp_943,False,below_threshold,mbpp_943,0.4375,mbpp_921,0.393443,mbpp_689,0.388889
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_31,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_31,1,5,0.185185,mbpp_849,False,below_threshold,mbpp_849,0.185185,mbpp_126,0.178571,mbpp_295,0.178571
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_31,2,8,0.235294,mbpp_387,False,below_threshold,mbpp_387,0.235294,mbpp_849,0.227273,mbpp_126,0.217391
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_32,0,4,0.264151,mbpp_739,False,below_threshold,mbpp_739,0.264151,mbpp_807,0.263158,mbpp_657,0.259259
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_32,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_32,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_33,0,5,0.322034,mbpp_131,False,below_threshold,mbpp_131,0.322034,mbpp_11,0.274194,mbpp_748,0.246377
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_33,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_33,2,3,0.278689,mbpp_11,False,below_threshold,mbpp_11,0.278689,mbpp_146,0.257576,mbpp_217,0.242857
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_34,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_34,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_34,2,1,0.26506,mbpp_469,False,below_threshold,mbpp_469,0.26506,mbpp_953,0.253521,mbpp_659,0.25
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_35,0,7,0.360465,mbpp_571,False,below_threshold,mbpp_571,0.360465,mbpp_149,0.357143,mbpp_183,0.342857
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_35,1,7,0.360656,mbpp_953,False,below_threshold,mbpp_953,0.360656,mbpp_571,0.321839,mbpp_323,0.32
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_35,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_36,0,8,0.4,mbpp_577,False,below_threshold,mbpp_577,0.4,mbpp_211,0.333333,mbpp_268,0.333333
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_36,1,5,0.473684,mbpp_577,False,below_threshold,mbpp_577,0.473684,mbpp_348,0.363636,mbpp_169,0.361111
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_36,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_37,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_37,1,7,0.346939,mbpp_3,False,below_threshold,mbpp_3,0.346939,mbpp_151,0.326923,mbpp_887,0.297872
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_37,2,6,0.606061,mbpp_3,True,ngram>=0.5,mbpp_3,0.606061,mbpp_151,0.473684,mbpp_600,0.361111
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_38,0,5,1.0,mbpp_873,True,ngram>=0.5,mbpp_873,1.0,mbpp_348,0.375,mbpp_389,0.363636
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_38,1,7,1.0,mbpp_873,True,ngram>=0.5,mbpp_873,1.0,mbpp_348,0.375,mbpp_389,0.363636
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_38,2,7,1.0,mbpp_873,True,ngram>=0.5,mbpp_873,1.0,mbpp_348,0.375,mbpp_389,0.363636
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_39,0,6,0.588235,mbpp_798,True,ngram>=0.5,mbpp_798,0.588235,mbpp_591,0.52381,mbpp_953,0.478261
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_39,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_39,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_40,0,4,0.32,mbpp_849,False,below_threshold,mbpp_849,0.32,mbpp_876,0.307692,mbpp_126,0.285714
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_40,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_40,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_41,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_41,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_41,2,6,0.32,mbpp_909,False,below_threshold,mbpp_909,0.32,mbpp_887,0.266667,mbpp_100,0.263158
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_42,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_42,1,6,0.5,mbpp_776,True,ngram>=0.5,mbpp_776,0.5,mbpp_131,0.456522,mbpp_211,0.411765
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_42,2,5,0.38,mbpp_776,False,below_threshold,mbpp_776,0.38,mbpp_937,0.333333,mbpp_131,0.285714
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_43,0,1,0.428571,mbpp_712,False,below_threshold,mbpp_712,0.428571,mbpp_22,0.38806,mbpp_193,0.375
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_43,1,2,0.428571,mbpp_712,False,below_threshold,mbpp_712,0.428571,mbpp_22,0.38806,mbpp_193,0.375
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_43,2,5,0.533333,mbpp_712,True,ngram>=0.5,mbpp_712,0.533333,mbpp_193,0.434783,mbpp_702,0.430769
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_44,0,3,0.469388,mbpp_591,False,below_threshold,mbpp_591,0.469388,mbpp_659,0.458333,mbpp_152,0.45
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_44,1,5,0.555556,mbpp_591,True,ngram>=0.5,mbpp_591,0.555556,mbpp_847,0.526316,mbpp_659,0.488889
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_44,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_45,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_45,1,6,0.433962,mbpp_131,False,below_threshold,mbpp_131,0.433962,mbpp_146,0.362069,mbpp_877,0.326087
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_45,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_46,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_46,1,7,0.542857,mbpp_959,True,ngram>=0.5,mbpp_959,0.542857,mbpp_798,0.514286,mbpp_509,0.5
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_46,2,6,0.542857,mbpp_959,True,ngram>=0.5,mbpp_959,0.542857,mbpp_798,0.514286,mbpp_152,0.5
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_47,0,6,0.169492,mbpp_164,False,below_threshold,mbpp_164,0.169492,mbpp_861,0.164706,mbpp_871,0.163934
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_47,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_47,2,1,0.166667,mbpp_164,False,below_threshold,mbpp_164,0.166667,mbpp_871,0.162791,mbpp_79,0.142857
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_48,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_48,1,3,0.35,mbpp_329,False,below_threshold,mbpp_329,0.35,mbpp_211,0.333333,mbpp_386,0.333333
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_48,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_49,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_49,1,6,0.463415,mbpp_45,False,below_threshold,mbpp_45,0.463415,mbpp_798,0.461538,mbpp_953,0.456522
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_49,2,2,0.324324,mbpp_404,False,below_threshold,mbpp_404,0.324324,mbpp_867,0.309524,mbpp_218,0.302326
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_50,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_50,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_50,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_51,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_51,1,7,0.375,mbpp_849,False,below_threshold,mbpp_849,0.375,mbpp_448,0.333333,mbpp_498,0.333333
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_51,2,6,0.46,mbpp_591,False,below_threshold,mbpp_591,0.46,mbpp_847,0.444444,mbpp_798,0.4
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_52,0,8,0.216216,mbpp_168,False,below_threshold,mbpp_168,0.216216,mbpp_849,0.185185,mbpp_126,0.178571
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_52,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_52,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_53,0,6,0.452381,mbpp_281,False,below_threshold,mbpp_281,0.452381,mbpp_572,0.431034,mbpp_587,0.421053
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_53,1,5,0.585366,mbpp_281,True,ngram>=0.5,mbpp_281,0.585366,mbpp_572,0.40625,mbpp_808,0.359375
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_53,2,5,0.431034,mbpp_572,False,below_threshold,mbpp_572,0.431034,mbpp_281,0.422222,mbpp_469,0.344262
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_54,0,6,0.516667,mbpp_152,True,ngram>=0.5,mbpp_152,0.516667,mbpp_536,0.5,mbpp_597,0.5
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_54,1,5,0.444444,mbpp_750,False,below_threshold,mbpp_750,0.444444,mbpp_152,0.413793,mbpp_706,0.413793
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_54,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_55,0,6,0.369231,mbpp_143,False,below_threshold,mbpp_143,0.369231,mbpp_60,0.322581,mbpp_45,0.320755
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_55,1,5,0.452381,mbpp_45,False,below_threshold,mbpp_45,0.452381,mbpp_798,0.45,mbpp_701,0.44
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_55,2,6,0.452381,mbpp_45,False,below_threshold,mbpp_45,0.452381,mbpp_798,0.45,mbpp_701,0.44
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_56,0,4,0.319149,mbpp_600,False,below_threshold,mbpp_600,0.319149,mbpp_3,0.269231,mbpp_887,0.25
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_56,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_56,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_57,0,1,0.463415,mbpp_555,False,below_threshold,mbpp_555,0.463415,mbpp_63,0.34375,mbpp_875,0.34375
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_57,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_57,2,6,0.333333,mbpp_84,False,below_threshold,mbpp_84,0.333333,mbpp_289,0.333333,mbpp_448,0.333333
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_58,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_58,1,3,0.390244,mbpp_211,False,below_threshold,mbpp_211,0.390244,mbpp_446,0.372881,mbpp_76,0.361702
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_58,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_59,0,5,0.685714,mbpp_41,True,ngram>=0.5,mbpp_41,0.685714,mbpp_221,0.583333,mbpp_426,0.530864
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_59,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_59,2,6,0.597403,mbpp_41,True,ngram>=0.5,mbpp_41,0.597403,mbpp_697,0.486111,mbpp_426,0.465909
meta-llama/Llama-2-7b-chat-hf,0.5,mbpp,private_60,0,0,0.0,,False,no_asserts,,,,,,
