model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_11,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_11,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_12,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_12,1,2,0.37037,humaneval_68,False,below_threshold,humaneval_68,0.37037,humaneval_73,0.351852,humaneval_129,0.33871
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_13,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_13,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_14,0,4,0.25,humaneval_125,False,below_threshold,humaneval_125,0.25,humaneval_117,0.215909,humaneval_91,0.190476
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_14,1,1,0.2,humaneval_91,False,below_threshold,humaneval_91,0.2,humaneval_117,0.182927,humaneval_125,0.176471
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_15,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_15,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_16,0,3,0.25,humaneval_64,False,below_threshold,humaneval_64,0.25,humaneval_66,0.25,humaneval_68,0.25
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_16,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_17,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_17,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_18,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_18,1,1,0.15,humaneval_24,False,below_threshold,humaneval_24,0.15,humaneval_39,0.15,humaneval_41,0.15
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_19,0,4,0.204082,humaneval_96,False,below_threshold,humaneval_96,0.204082,humaneval_9,0.2,humaneval_14,0.2
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_19,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_20,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_20,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_21,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_21,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_22,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_22,1,4,0.442623,humaneval_70,False,below_threshold,humaneval_70,0.442623,humaneval_126,0.428571,humaneval_116,0.419355
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_23,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_23,1,3,0.2,humaneval_78,False,below_threshold,humaneval_78,0.2,humaneval_98,0.2,humaneval_125,0.184615
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_24,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_24,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_25,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_25,1,4,0.185185,humaneval_91,False,below_threshold,humaneval_91,0.185185,humaneval_117,0.163934,humaneval_125,0.15625
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_26,0,5,0.169492,humaneval_39,False,below_threshold,humaneval_39,0.169492,humaneval_41,0.169492,humaneval_24,0.166667
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_26,1,1,0.177419,humaneval_41,False,below_threshold,humaneval_41,0.177419,humaneval_46,0.177419,humaneval_99,0.174603
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_27,0,5,0.451613,humaneval_70,False,below_threshold,humaneval_70,0.451613,humaneval_116,0.451613,humaneval_26,0.448276
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_27,1,4,0.448276,humaneval_26,False,below_threshold,humaneval_26,0.448276,humaneval_70,0.42623,humaneval_116,0.42623
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_28,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_28,1,2,0.169231,humaneval_66,False,below_threshold,humaneval_66,0.169231,humaneval_86,0.164179,humaneval_82,0.149254
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_29,0,3,0.428571,humaneval_126,False,below_threshold,humaneval_126,0.428571,humaneval_88,0.391892,humaneval_26,0.390625
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_29,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_30,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_30,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_31,0,6,0.3125,humaneval_64,False,below_threshold,humaneval_64,0.3125,humaneval_66,0.3125,humaneval_68,0.3125
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_31,1,8,0.238095,humaneval_64,False,below_threshold,humaneval_64,0.238095,humaneval_66,0.238095,humaneval_68,0.238095
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_32,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_32,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_33,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_33,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_34,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_34,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_35,0,7,0.283333,humaneval_142,False,below_threshold,humaneval_142,0.283333,humaneval_35,0.274194,humaneval_133,0.274194
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_35,1,7,0.343284,humaneval_90,False,below_threshold,humaneval_90,0.343284,humaneval_135,0.343284,humaneval_26,0.318841
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_36,0,5,0.314286,humaneval_147,False,below_threshold,humaneval_147,0.314286,humaneval_139,0.305556,humaneval_53,0.282051
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_36,1,7,0.325,humaneval_147,False,below_threshold,humaneval_147,0.325,humaneval_139,0.305556,humaneval_53,0.282051
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_37,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_37,1,7,0.230769,humaneval_31,False,below_threshold,humaneval_31,0.230769,humaneval_75,0.230769,humaneval_138,0.230769
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_38,0,7,0.371429,humaneval_55,False,below_threshold,humaneval_55,0.371429,humaneval_24,0.342857,humaneval_131,0.333333
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_38,1,7,0.371429,humaneval_55,False,below_threshold,humaneval_55,0.371429,humaneval_24,0.342857,humaneval_131,0.333333
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_39,0,6,0.5,humaneval_90,True,ngram>=0.5,humaneval_90,0.5,humaneval_135,0.5,humaneval_26,0.489796
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_39,1,6,0.475,humaneval_142,False,below_threshold,humaneval_142,0.475,humaneval_9,0.456522,humaneval_26,0.456522
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_40,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_40,1,6,0.52381,humaneval_70,True,ngram>=0.5,humaneval_70,0.52381,humaneval_126,0.508475,humaneval_90,0.48
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_41,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_41,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_42,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_42,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_43,0,1,0.390625,humaneval_70,False,below_threshold,humaneval_70,0.390625,humaneval_116,0.390625,humaneval_126,0.378788
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_43,1,2,0.40678,humaneval_26,False,below_threshold,humaneval_26,0.40678,humaneval_70,0.390625,humaneval_116,0.390625
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_44,0,6,0.418605,humaneval_35,False,below_threshold,humaneval_35,0.418605,humaneval_142,0.418605,humaneval_68,0.416667
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_44,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_45,0,7,0.2,humaneval_158,False,below_threshold,humaneval_158,0.2,humaneval_66,0.192982,humaneval_82,0.186441
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_45,1,6,0.2,humaneval_158,False,below_threshold,humaneval_158,0.2,humaneval_66,0.192982,humaneval_82,0.186441
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_46,0,1,0.342105,humaneval_35,False,below_threshold,humaneval_35,0.342105,humaneval_142,0.342105,humaneval_133,0.333333
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_46,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_47,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_47,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_48,0,6,0.232558,humaneval_41,False,below_threshold,humaneval_41,0.232558,humaneval_46,0.232558,humaneval_59,0.232558
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_48,1,6,0.232558,humaneval_41,False,below_threshold,humaneval_41,0.232558,humaneval_46,0.232558,humaneval_59,0.232558
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_49,0,5,0.4375,humaneval_9,False,below_threshold,humaneval_9,0.4375,humaneval_26,0.4375,humaneval_133,0.431818
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_49,1,5,0.4375,humaneval_9,False,below_threshold,humaneval_9,0.4375,humaneval_26,0.4375,humaneval_133,0.431818
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_50,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_50,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_51,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_51,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_52,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_52,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_53,0,7,0.45,humaneval_126,False,below_threshold,humaneval_126,0.45,humaneval_90,0.446809,humaneval_135,0.446809
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_53,1,4,0.416667,humaneval_70,False,below_threshold,humaneval_70,0.416667,humaneval_90,0.411765,humaneval_135,0.411765
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_54,0,6,0.560606,humaneval_145,True,ngram>=0.5,humaneval_145,0.560606,humaneval_70,0.553571,humaneval_135,0.540984
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_54,1,6,0.560606,humaneval_145,True,ngram>=0.5,humaneval_145,0.560606,humaneval_70,0.553571,humaneval_135,0.540984
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_55,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_55,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_56,0,6,0.226415,humaneval_138,False,below_threshold,humaneval_138,0.226415,humaneval_64,0.216216,humaneval_66,0.216216
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_56,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_57,0,1,0.304348,humaneval_49,False,below_threshold,humaneval_49,0.304348,humaneval_71,0.27451,humaneval_157,0.269231
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_57,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_58,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_58,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_59,0,2,0.458333,humaneval_70,False,below_threshold,humaneval_70,0.458333,humaneval_135,0.44,humaneval_145,0.426829
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_59,1,3,0.454545,humaneval_64,False,below_threshold,humaneval_64,0.454545,humaneval_66,0.454545,humaneval_68,0.454545
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_60,0,4,0.277778,humaneval_64,False,below_threshold,humaneval_64,0.277778,humaneval_66,0.277778,humaneval_68,0.277778
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_60,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_61,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_61,1,6,0.238095,humaneval_91,False,below_threshold,humaneval_91,0.238095,humaneval_86,0.232877,humaneval_117,0.214286
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_62,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_62,1,6,0.225,humaneval_56,False,below_threshold,humaneval_56,0.225,humaneval_61,0.225,humaneval_64,0.192308
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_63,0,5,0.225806,humaneval_117,False,below_threshold,humaneval_117,0.225806,humaneval_86,0.220779,humaneval_91,0.205882
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_63,1,5,0.225806,humaneval_117,False,below_threshold,humaneval_117,0.225806,humaneval_86,0.220779,humaneval_91,0.205882
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_64,0,7,0.5,humaneval_90,True,ngram>=0.5,humaneval_90,0.5,humaneval_135,0.5,humaneval_26,0.489796
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_64,1,7,0.5,humaneval_90,True,ngram>=0.5,humaneval_90,0.5,humaneval_135,0.5,humaneval_26,0.489796
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_65,0,6,0.278689,humaneval_91,False,below_threshold,humaneval_91,0.278689,humaneval_125,0.257143,humaneval_86,0.25
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_65,1,6,0.244898,humaneval_136,False,below_threshold,humaneval_136,0.244898,humaneval_12,0.222222,humaneval_90,0.222222
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_66,0,1,0.431818,humaneval_35,False,below_threshold,humaneval_35,0.431818,humaneval_142,0.4,humaneval_133,0.391304
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_66,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_67,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_67,1,6,0.1875,humaneval_56,False,below_threshold,humaneval_56,0.1875,humaneval_61,0.1875,humaneval_66,0.153846
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_68,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_68,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_69,0,6,0.303371,humaneval_111,False,below_threshold,humaneval_111,0.303371,humaneval_22,0.186047,humaneval_149,0.184211
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_69,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_70,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_70,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_71,0,1,0.289157,humaneval_126,False,below_threshold,humaneval_126,0.289157,humaneval_70,0.275862,humaneval_136,0.264368
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_71,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_72,0,5,0.407895,humaneval_70,False,below_threshold,humaneval_70,0.407895,humaneval_126,0.388889,humaneval_90,0.349206
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_72,1,5,0.388889,humaneval_126,False,below_threshold,humaneval_126,0.388889,humaneval_70,0.358209,humaneval_90,0.349206
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_73,0,1,0.2,humaneval_91,False,below_threshold,humaneval_91,0.2,humaneval_117,0.183908,humaneval_125,0.177778
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_73,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_74,0,5,0.317647,humaneval_111,False,below_threshold,humaneval_111,0.317647,humaneval_22,0.195122,humaneval_69,0.190476
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_74,1,5,0.317647,humaneval_111,False,below_threshold,humaneval_111,0.317647,humaneval_22,0.195122,humaneval_69,0.190476
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_75,0,7,0.295455,humaneval_134,False,below_threshold,humaneval_134,0.295455,humaneval_95,0.282051,humaneval_24,0.236842
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_75,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_76,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_76,1,2,0.155172,humaneval_39,False,below_threshold,humaneval_39,0.155172,humaneval_131,0.155172,humaneval_24,0.152542
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_77,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_77,1,3,0.161765,humaneval_91,False,below_threshold,humaneval_91,0.161765,humaneval_64,0.151515,humaneval_66,0.151515
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_78,0,1,0.355556,humaneval_88,False,below_threshold,humaneval_88,0.355556,humaneval_116,0.355556,humaneval_115,0.326087
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_78,1,1,0.355556,humaneval_88,False,below_threshold,humaneval_88,0.355556,humaneval_116,0.355556,humaneval_115,0.326087
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_79,0,8,0.263158,humaneval_64,False,below_threshold,humaneval_64,0.263158,humaneval_66,0.263158,humaneval_68,0.263158
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_79,1,4,0.333333,humaneval_111,False,below_threshold,humaneval_111,0.333333,humaneval_149,0.254902,humaneval_68,0.208955
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_80,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_80,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_81,0,6,0.4125,humaneval_135,False,below_threshold,humaneval_135,0.4125,humaneval_69,0.392857,humaneval_145,0.386364
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_81,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_82,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_82,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_83,0,5,0.430769,humaneval_70,False,below_threshold,humaneval_70,0.430769,humaneval_26,0.412698,humaneval_126,0.411765
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_83,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_84,0,6,0.264706,humaneval_39,False,below_threshold,humaneval_39,0.264706,humaneval_36,0.257143,humaneval_59,0.257143
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_84,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_85,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_85,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_86,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_86,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_87,0,3,0.333333,humaneval_69,False,below_threshold,humaneval_69,0.333333,humaneval_135,0.333333,humaneval_145,0.330508
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_87,1,2,0.34,humaneval_70,False,below_threshold,humaneval_70,0.34,humaneval_73,0.3,humaneval_69,0.292453
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_88,0,3,0.265625,humaneval_91,False,below_threshold,humaneval_91,0.265625,humaneval_117,0.239437,humaneval_125,0.22973
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_88,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_89,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_89,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_90,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_90,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_91,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_91,1,8,0.435484,humaneval_135,False,below_threshold,humaneval_135,0.435484,humaneval_126,0.42029,humaneval_90,0.412698
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_92,0,4,0.3375,humaneval_88,False,below_threshold,humaneval_88,0.3375,humaneval_42,0.318182,humaneval_62,0.311688
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_92,1,5,0.3375,humaneval_88,False,below_threshold,humaneval_88,0.3375,humaneval_42,0.318182,humaneval_62,0.311688
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_93,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_93,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,humaneval,private_94,0,0,0.0,,False,no_asserts,,,,,,
